,group,domain,url,count
130,23,www.ainonline.com,https://www.ainonline.com/aviation-news/business-aviation/2019-06-28/first-embraer-praetor-600-enters-service,6
131,23,www.ainonline.com,https://www.ainonline.com/aviation-news/business-aviation/2019-06-28/panynj-ponders-acy-buy,6
132,23,www.ainonline.com,https://www.ainonline.com/aviation-news/business-aviation/2019-06-28/senator-suggests-implementing-tfrs-concerts,6
133,23,www.ainonline.com,https://www.ainonline.com/aviation-news/general-aviation/2019-06-28/garmin-mainstreams-g3x-touch-part-23-airplanes,6
134,24,www.almasdarnews.com,https://www.almasdarnews.com/article/gps-disruption-hits-iran-iraq-syria-israeli-radio-blames-russian-at-hmeimim-airbase/,10
135,24,www.almasdarnews.com,https://www.almasdarnews.com/article/israeli-air-force-carries-out-sorties-with-us-british-f-35s-in-syria/,10
136,24,www.almasdarnews.com,https://www.almasdarnews.com/article/militant-corpses-left-along-highway-after-battle-against-syrian-army-video/,10
137,24,www.almasdarnews.com,https://www.almasdarnews.com/article/russian-air-force-carries-out-first-strikes-near-idlib-city/,10
138,24,www.almasdarnews.com,https://www.almasdarnews.com/article/russian-syrian-air-forces-launch-big-attack-across-southern-idlib/,10
139,24,www.almasdarnews.com,https://www.almasdarnews.com/article/syrian-army-destroys-jihadist-missile-site-northwestern-hama-video/,10
140,24,www.almasdarnews.com,https://www.almasdarnews.com/article/syrian-army-storms-key-hilltop-to-reopen-supply-line-in-northwestern-hama/,10
141,24,www.almasdarnews.com,https://www.almasdarnews.com/article/the-daily-brief-2019-06-26/,10
142,24,www.almasdarnews.com,https://www.almasdarnews.com/article/turkey-or-us-behind-attack-on-syrian-oil-pipelines-in-mediterranean-russian-media/,10
143,24,www.almasdarnews.com,https://www.almasdarnews.com/article/us-envoy-is-against-idlib-operation-because-it-will-give-assad-another-victory/,10
144,25,www.altonivel.com.mx,https://www.altonivel.com.mx/economia/mexico-necesita-crecer-al-ritmo-de-china-para-alcanzar-la-meta-de-4/,3
145,25,www.altonivel.com.mx,https://www.altonivel.com.mx/empresas/energias-renovables-superan-al-carbon-y-el-gas-en-eu-por-primera-vez/,3
146,25,www.altonivel.com.mx,https://www.altonivel.com.mx/empresas/industria-del-blindaje-un-negocio-que-crece-frente-a-la-violencia/,3
147,26,www.americanbanker.com,https://www.americanbanker.com/news/another-reason-for-bank-ceos-to-dislike-cecl-smaller-pay-raises,2
148,26,www.americanbanker.com,https://www.americanbanker.com/news/banks-rush-to-boost-shareholder-payouts-after-stress-test-results,2
149,27,www.americanninjawarriornation.com,https://www.americanninjawarriornation.com/2019/6/24/18657960/american-ninja-warrior-season-11-2019-seattle-tacoma-qualifier-recap-result,4
150,27,www.americanninjawarriornation.com,https://www.americanninjawarriornation.com/2019/6/26/18680619/american-ninja-warrior-season-11-2019-seattle-tacoma-qualifiers-sandy-zimmerman-full-run-interview,4
151,27,www.americanninjawarriornation.com,https://www.americanninjawarriornation.com/2019/6/27/18832965/american-ninja-warrior-season-11-2019-seattle-tacoma-qualifiers-jackson-meyer-full-run,4
152,27,www.americanninjawarriornation.com,https://www.americanninjawarriornation.com/2019/6/27/18857362/american-ninja-warrior-season-11-how-to-watch-baltimore-qualifiers-stream-tune-in,4
153,28,www.americanthinker.com,https://www.americanthinker.com/blog/2019/06/californias_gov_gavin_newsom_puts_out_a_video_for_illegals_on_how_to_obstruct_ice.html,1
154,29,www.analyticsindiamag.com,https://www.analyticsindiamag.com/11-non-technical-books-all-data-scientists-must-read/,5
155,29,www.analyticsindiamag.com,https://www.analyticsindiamag.com/7-fastest-growing-job-roles-in-data-science-how-to-work-towards-them/,5
156,29,www.analyticsindiamag.com,https://www.analyticsindiamag.com/a-day-in-the-life-of-a-cio-who-is-championing-energy-efficient-solutions-for-modern-india/,5
157,29,www.analyticsindiamag.com,https://www.analyticsindiamag.com/tensorflow-vs-keras-which-one-should-you-choose/,5
158,29,www.analyticsindiamag.com,https://www.analyticsindiamag.com/top-7-smartphones-with-ai-cameras-and-post-processing/,5
159,30,www.anandtech.com,https://www.anandtech.com/show/14465/the-google-pixel-3a-xl-review,8
160,30,www.anandtech.com,https://www.anandtech.com/show/14581/raspberry-pi-4-launched-quad-cortex-a72-project-board-for-35-dollars,8
161,30,www.anandtech.com,https://www.anandtech.com/show/14583/intel-and-microsoft-to-keep-supporting-existing-huawei-notebooks,8
